2019-04-11 17:58:56 INFO - {"pool-1-thread-156":["XG14,2,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-144":["CG04,2,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-160":["CG04,2,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-158":["XG14,5,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-118":["CG04,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-135":["L221,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-162":["L221,4,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-145":["L221,3,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-131":["XG14,3,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-133":["L221,5,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-164":["CG04,6,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-138":["T101,4,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-163":["L221,3,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-142":["T101,4,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-177":["CG04,1,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-132":["L221,6,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-161":["T101,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-172":["XG14,6,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-169":["XG14,1,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-139":["T101,6,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-152":["CG04,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-147":["CG04,6,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-157":["T101,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-167":["T101,6,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-154":["CG04,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-171":["XG14,4,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-178":["T101,3,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-176":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-159":["T101,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-141":["T101,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-170":["XG14,3,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-153":["T101,1,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-173":["CG04,1,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-149":["L221,2,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-150":["XG14,6,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-166":["CG04,3,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-151":["L221,4,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-165":["XG14,6,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-175":["CG04,4,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-167":["L221,2,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-148":["CG04,1,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-168":["L221,4,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-182":["CG04,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-159":["XG14,5,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-154":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-189":["XG14,3,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-194":["XG14,6,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-190":["L221,5,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-173":["L221,4,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-193":["L221,2,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-165":["T101,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-150":["XG14,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-151":["L221,6,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-204":["L221,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-199":["CG04,3,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-202":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-206":["L221,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-176":["L221,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-183":["XG14,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-185":["CG04,3,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-166":["XG14,3,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-203":["CG04,3,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-187":["XG14,6,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-186":["L221,1,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-178":["XG14,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-207":["XG14,6,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-179":["L221,2,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-210":["CG04,2,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-141":["T101,1,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-209":["L221,3,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-205":["CG04,3,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-221":["CG04,5,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-222":["XG14,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-215":["T101,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-195":["CG04,1,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-224":["L221,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-200":["XG14,2,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-188":["L221,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-217":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-214":["XG14,2,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-201":["L221,3,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-220":["L221,3,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-219":["CG04,6,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-218":["CG04,2,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-208":["XG14,1,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-196":["XG14,3,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-223":["L221,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-213":["T101,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-175":["T101,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-184":["T101,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-216":["XG14,4,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-228":["XG14,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-171":["XG14,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-225":["L221,2,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-153":["L221,2,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-233":["XG14,5,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-231":["L221,1,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-229":["T101,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-226":["L221,2,12-1"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-230":["CG04,3,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-227":["CG04,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-238":["XG14,3,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-237":["XG14,6,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-234":["L221,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-236":["L221,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-232":["XG14,6,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-235":["XG14,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-241":["L221,2,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-262":["XG14,1,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-239":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-261":["XG14,6,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-260":["L221,5,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-240":["L221,5,11-12"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-250":["T101,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-246":["L221,4,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-263":["L221,3,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-258":["L221,1,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-252":["L221,6,10-11"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-269":["CG04,5,1-2"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-247":["XG14,5,9-10"]} 
2019-04-11 17:58:56 INFO - {"pool-1-thread-254":["XG14,3,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-275":["L221,5,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-244":["XG14,6,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-248":["XG14,3,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-267":["T101,5,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-257":["CG04,3,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-253":["XG14,2,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-256":["CG04,5,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-268":["XG14,4,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-249":["CG04,3,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-266":["CG04,2,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-259":["CG04,3,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-265":["XG14,2,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-271":["CG04,6,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-245":["CG04,1,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-274":["XG14,6,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-264":["T101,5,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-276":["L221,1,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-270":["CG04,2,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-251":["T101,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-273":["CG04,5,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-242":["T101,1,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-272":["L221,3,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-243":["L221,2,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-255":["L221,3,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-272":["XG14,2,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-255":["T101,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-243":["T101,1,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-277":["T101,1,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-273":["L221,3,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-278":["XG14,2,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-272":["L221,4,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-255":["XG14,4,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-281":["XG14,6,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-279":["L221,6,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-283":["CG04,3,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-284":["CG04,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-282":["CG04,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-280":["CG04,5,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-285":["CG04,1,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-290":["XG14,6,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-286":["CG04,6,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-287":["CG04,1,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-6":["XG14,4,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-12":["L221,1,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-289":["L221,5,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-5":["XG14,6,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-288":["CG04,6,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-291":["XG14,5,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-13":["CG04,4,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-10":["CG04,2,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-295":["L221,2,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-15":["L221,3,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-14":["CG04,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-292":["XG14,1,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-7":["XG14,1,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-16":["L221,1,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-293":["CG04,1,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-17":["XG14,3,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-2":["XG14,5,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-294":["XG14,4,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-4":["CG04,4,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-296":["CG04,1,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-18":["CG04,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-1":["CG04,5,9-10"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-20":["CG04,1,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-8":["CG04,1,1-2"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-9":["T101,5,10-11"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-297":["T101,3,12-1"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-21":["T101,1,11-12"]} 
2019-04-11 17:58:57 INFO - {"pool-1-thread-3":["XG14,5,11-12"]} 
